countryname,country,goalname,goal,indicatorname,indicator,social_groupname,social_group,units,scale,frequency,date,value
Ghana,22,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Poverty gap ratio in (%),20265205,Urban,20136905,,true,A,1992-01-01,7.4
Ghana,22,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Poverty gap ratio in (%),20265205,Urban,20136905,,true,A,1998-01-01,5.3
Ghana,22,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Poverty gap ratio in (%),20265205,Urban,20136905,,true,A,2006-01-01,3.1
Madagascar,29,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Employment to population ratio 15-24 yrs (%),20265705,Total,20137105,,true,A,1991-01-01,65.4
Madagascar,29,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Employment to population ratio 15-24 yrs (%),20265705,Total,20137105,,true,A,1992-01-01,65.2
Madagascar,29,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Employment to population ratio 15-24 yrs (%),20265705,Total,20137105,,true,A,1993-01-01,65.5
Madagascar,29,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Employment to population ratio 15-24 yrs (%),20265705,Total,20137105,,true,A,1994-01-01,64.5
Madagascar,29,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Employment to population ratio 15-24 yrs (%),20265705,Total,20137105,,true,A,1995-01-01,65.5
Madagascar,29,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Employment to population ratio 15-24 yrs (%),20265705,Total,20137105,,true,A,1996-01-01,65.8
Madagascar,29,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Employment to population ratio 15-24 yrs (%),20265705,Total,20137105,,true,A,1997-01-01,66.3
Madagascar,29,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Employment to population ratio 15-24 yrs (%),20265705,Total,20137105,,true,A,1998-01-01,66.7
Madagascar,29,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Employment to population ratio 15-24 yrs (%),20265705,Total,20137105,,true,A,1999-01-01,66.8
Madagascar,29,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Employment to population ratio 15-24 yrs (%),20265705,Total,20137105,,true,A,2000-01-01,66.9
Madagascar,29,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Employment to population ratio 15-24 yrs (%),20265705,Total,20137105,,true,A,2001-01-01,64.8
Madagascar,29,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Employment to population ratio 15-24 yrs (%),20265705,Total,20137105,,true,A,2002-01-01,64.4
Madagascar,29,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Employment to population ratio 15-24 yrs (%),20265705,Total,20137105,,true,A,2003-01-01,62.9
Madagascar,29,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Employment to population ratio 15-24 yrs (%),20265705,Total,20137105,,true,A,2004-01-01,67.6
Madagascar,29,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Employment to population ratio 15-24 yrs (%),20265705,Total,20137105,,true,A,2005-01-01,72
Madagascar,29,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Employment to population ratio 15-24 yrs (%),20265705,Total,20137105,,true,A,2006-01-01,71.4
Madagascar,29,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Employment to population ratio 15-24 yrs (%),20265705,Total,20137105,,true,A,2007-01-01,70
Madagascar,29,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Employment to population ratio 15-24 yrs (%),20265705,Total,20137105,,true,A,2008-01-01,70.7
Sierra Leone,43,Goal 2: Achieve universal primary education,KN.1000010,Net enrolment ratio in primary education (%),20266405,Men,20136605,,true,A,2006-01-01,81.6
Rwanda,39,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Proportion of pop below $1 PPP per day (%),20265005,Urban,20136905,,true,A,2000-01-01,14.3
Togo,49,Goal 8: Develop a global partnership for development,KN.1000070,Telephone lines Per 100 population,20270505,Total,20137105,,true,A,2002-01-01,1.07
Togo,49,Goal 8: Develop a global partnership for development,KN.1000070,Telephone lines Per 100 population,20270505,Total,20137105,,true,A,2007-01-01,1.86
Senegal,41,Goal 3: Promote gender equality and empower women,KN.1000020,Proportion of seats held by women in national parliament (%),20267105,Total,20137105,,true,A,1991-01-01,12.5
Senegal,41,Goal 3: Promote gender equality and empower women,KN.1000020,Proportion of seats held by women in national parliament (%),20267105,Total,20137105,,true,A,2001-01-01,12.1
Senegal,41,Goal 3: Promote gender equality and empower women,KN.1000020,Proportion of seats held by women in national parliament (%),20267105,Total,20137105,,true,A,2002-01-01,24
Senegal,41,Goal 3: Promote gender equality and empower women,KN.1000020,Proportion of seats held by women in national parliament (%),20267105,Total,20137105,,true,A,2003-01-01,24
Senegal,41,Goal 3: Promote gender equality and empower women,KN.1000020,Proportion of seats held by women in national parliament (%),20267105,Total,20137105,,true,A,2004-01-01,19.2
Senegal,41,Goal 3: Promote gender equality and empower women,KN.1000020,Proportion of seats held by women in national parliament (%),20267105,Total,20137105,,true,A,2006-01-01,19.2
Senegal,41,Goal 3: Promote gender equality and empower women,KN.1000020,Proportion of seats held by women in national parliament (%),20267105,Total,20137105,,true,A,2007-01-01,19.2
Senegal,41,Goal 3: Promote gender equality and empower women,KN.1000020,Proportion of seats held by women in national parliament (%),20267105,Total,20137105,,true,A,2008-01-01,19.2
Burkina Faso,5,Goal 7: Ensure environmental sustainability,KN.1000060,Proportion of population using an improved drinking water source (%),20269905,Rural,20137005,,true,A,2000-01-01,55.38
Burkina Faso,5,Goal 7: Ensure environmental sustainability,KN.1000060,Proportion of population using an improved drinking water source (%),20269905,Rural,20137005,,true,A,2002-01-01,29
Burkina Faso,5,Goal 7: Ensure environmental sustainability,KN.1000060,Proportion of population using an improved drinking water source (%),20269905,Rural,20137005,,true,A,2003-01-01,29
Burkina Faso,5,Goal 7: Ensure environmental sustainability,KN.1000060,Proportion of population using an improved drinking water source (%),20269905,Rural,20137005,,true,A,2004-01-01,29
Burkina Faso,5,Goal 7: Ensure environmental sustainability,KN.1000060,Proportion of population using an improved drinking water source (%),20269905,Rural,20137005,,true,A,2005-01-01,29
Burkina Faso,5,Goal 7: Ensure environmental sustainability,KN.1000060,Proportion of population using an improved drinking water source (%),20269905,Rural,20137005,,true,A,2008-01-01,64.06
Nigeria,38,Goal 2: Achieve universal primary education,KN.1000010,Net enrolment ratio in primary education (%),20266405,Total,20137105,,true,A,1990-01-01,68
Nigeria,38,Goal 2: Achieve universal primary education,KN.1000010,Net enrolment ratio in primary education (%),20266405,Total,20137105,,true,A,2000-01-01,95
Nigeria,38,Goal 2: Achieve universal primary education,KN.1000010,Net enrolment ratio in primary education (%),20266405,Total,20137105,,true,A,2004-01-01,81.19
Nigeria,38,Goal 2: Achieve universal primary education,KN.1000010,Net enrolment ratio in primary education (%),20266405,Total,20137105,,true,A,2005-01-01,84.6
Nigeria,38,Goal 2: Achieve universal primary education,KN.1000010,Net enrolment ratio in primary education (%),20266405,Total,20137105,,true,A,2006-01-01,87.9
Namibia,36,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Poverty gap ratio national poverty line in (%),20265305,Total,20137105,,true,A,1992-01-01,20.9
Namibia,36,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Poverty gap ratio national poverty line in (%),20265305,Total,20137105,,true,A,1999-01-01,10
Namibia,36,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Poverty gap ratio national poverty line in (%),20265305,Total,20137105,,true,A,2002-01-01,11.9
Namibia,36,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Poverty gap ratio national poverty line in (%),20265305,Total,20137105,,true,A,2005-01-01,8.7
Mali,31,Goal 5: Improve maternal health,KN.1000040,Proportion of births attended by skilled health personnel,20267605,Rural,20137005,,true,A,2006-01-01,37.6
Zambia,52,"Goal 6: Combat HIV/AIDS, malaria and other diseases",KN.1000050,Proportion of children under 5 with fever who are treated with appropriate antimalarial drugs (%),20268605,Rural,20137005,,true,A,2001-01-01,37.1
Zambia,52,"Goal 6: Combat HIV/AIDS, malaria and other diseases",KN.1000050,Proportion of children under 5 with fever who are treated with appropriate antimalarial drugs (%),20268605,Rural,20137005,,true,A,2006-01-01,19.3
Somalia,44,Goal 7: Ensure environmental sustainability,KN.1000060,Proportion of population using an improved drinking water source (%),20269905,Total,20137105,,true,A,2000-01-01,23
Somalia,44,Goal 7: Ensure environmental sustainability,KN.1000060,Proportion of population using an improved drinking water source (%),20269905,Total,20137105,,true,A,2007-01-01,29
South Africa,45,Goal 3: Promote gender equality and empower women,KN.1000020,Ratios of girls to boys in primary education,20266705,Total,20137105,,true,A,1996-01-01,0.97
South Africa,45,Goal 3: Promote gender equality and empower women,KN.1000020,Ratios of girls to boys in primary education,20266705,Total,20137105,,true,A,1999-01-01,0.98
South Africa,45,Goal 3: Promote gender equality and empower women,KN.1000020,Ratios of girls to boys in primary education,20266705,Total,20137105,,true,A,2006-01-01,0.96
South Africa,45,Goal 3: Promote gender equality and empower women,KN.1000020,Ratios of girls to boys in primary education,20266705,Total,20137105,,true,A,2007-01-01,0.94
South Africa,45,Goal 3: Promote gender equality and empower women,KN.1000020,Ratios of girls to boys in primary education,20266705,Total,20137105,,true,A,2008-01-01,0.97
Burkina Faso,5,Goal 8: Develop a global partnership for development,KN.1000070,Debt service as percentage of exports of goods and services and net income from abroad,20270405,Total,20137105,,true,A,1990-01-01,7.8
Burkina Faso,5,Goal 8: Develop a global partnership for development,KN.1000070,Debt service as percentage of exports of goods and services and net income from abroad,20270405,Total,20137105,,true,A,2001-01-01,27.8
Burkina Faso,5,Goal 8: Develop a global partnership for development,KN.1000070,Debt service as percentage of exports of goods and services and net income from abroad,20270405,Total,20137105,,true,A,2002-01-01,7.8
Burkina Faso,5,Goal 8: Develop a global partnership for development,KN.1000070,Debt service as percentage of exports of goods and services and net income from abroad,20270405,Total,20137105,,true,A,2003-01-01,7.8
Burkina Faso,5,Goal 8: Develop a global partnership for development,KN.1000070,Debt service as percentage of exports of goods and services and net income from abroad,20270405,Total,20137105,,true,A,2004-01-01,7.8
Burkina Faso,5,Goal 8: Develop a global partnership for development,KN.1000070,Debt service as percentage of exports of goods and services and net income from abroad,20270405,Total,20137105,,true,A,2005-01-01,7.8
Senegal,41,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Poverty gap ratio in (%),20265205,Urban,20136905,,true,A,2005-01-01,9.3
"Congo, Dem. Rep.",12,Goal 8: Develop a global partnership for development,KN.1000070,Telephone lines Per 100 population,20270505,Total,20137105,,true,A,1998-01-01,1.54
"Congo, Dem. Rep.",12,Goal 8: Develop a global partnership for development,KN.1000070,Telephone lines Per 100 population,20270505,Total,20137105,,true,A,2001-01-01,1.46
"Congo, Dem. Rep.",12,Goal 8: Develop a global partnership for development,KN.1000070,Telephone lines Per 100 population,20270505,Total,20137105,,true,A,2002-01-01,1.39
"Congo, Dem. Rep.",12,Goal 8: Develop a global partnership for development,KN.1000070,Telephone lines Per 100 population,20270505,Total,20137105,,true,A,2003-01-01,1.2
"Congo, Dem. Rep.",12,Goal 8: Develop a global partnership for development,KN.1000070,Telephone lines Per 100 population,20270505,Total,20137105,,true,A,2004-01-01,0.93
"Congo, Dem. Rep.",12,Goal 8: Develop a global partnership for development,KN.1000070,Telephone lines Per 100 population,20270505,Total,20137105,,true,A,2005-01-01,0.64
"Congo, Dem. Rep.",12,Goal 8: Develop a global partnership for development,KN.1000070,Telephone lines Per 100 population,20270505,Total,20137105,,true,A,2006-01-01,0.52
"Congo, Dem. Rep.",12,Goal 8: Develop a global partnership for development,KN.1000070,Telephone lines Per 100 population,20270505,Total,20137105,,true,A,2007-01-01,0.43
Botswana,4,Goal 8: Develop a global partnership for development,KN.1000070,Telephone lines Per 100 population,20270505,Total,20137105,,true,A,1999-01-01,7.75
Botswana,4,Goal 8: Develop a global partnership for development,KN.1000070,Telephone lines Per 100 population,20270505,Total,20137105,,true,A,2000-01-01,1.85
Botswana,4,Goal 8: Develop a global partnership for development,KN.1000070,Telephone lines Per 100 population,20270505,Total,20137105,,true,A,2001-01-01,1.85
Botswana,4,Goal 8: Develop a global partnership for development,KN.1000070,Telephone lines Per 100 population,20270505,Total,20137105,,true,A,2002-01-01,1.85
Botswana,4,Goal 8: Develop a global partnership for development,KN.1000070,Telephone lines Per 100 population,20270505,Total,20137105,,true,A,2003-01-01,1.85
Botswana,4,Goal 8: Develop a global partnership for development,KN.1000070,Telephone lines Per 100 population,20270505,Total,20137105,,true,A,2004-01-01,7.73
Botswana,4,Goal 8: Develop a global partnership for development,KN.1000070,Telephone lines Per 100 population,20270505,Total,20137105,,true,A,2005-01-01,7.5
Botswana,4,Goal 8: Develop a global partnership for development,KN.1000070,Telephone lines Per 100 population,20270505,Total,20137105,,true,A,2006-01-01,7.28
Burkina Faso,5,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Poverty gap ratio in (%),20265205,Rural,20137005,,true,A,1994-01-01,16.1
Burkina Faso,5,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Poverty gap ratio in (%),20265205,Rural,20137005,,true,A,1998-01-01,15.7
Burkina Faso,5,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Poverty gap ratio in (%),20265205,Rural,20137005,,true,A,2003-01-01,17.6
Ghana,22,Goal 7: Ensure environmental sustainability,KN.1000060,Proportion of population using an improved drinking water source (%),20269905,Urban,20136905,,true,A,1990-01-01,86
Ghana,22,Goal 7: Ensure environmental sustainability,KN.1000060,Proportion of population using an improved drinking water source (%),20269905,Urban,20136905,,true,A,2000-01-01,88
Ghana,22,Goal 7: Ensure environmental sustainability,KN.1000060,Proportion of population using an improved drinking water source (%),20269905,Urban,20136905,,true,A,2001-01-01,86
Ghana,22,Goal 7: Ensure environmental sustainability,KN.1000060,Proportion of population using an improved drinking water source (%),20269905,Urban,20136905,,true,A,2002-01-01,86
Ghana,22,Goal 7: Ensure environmental sustainability,KN.1000060,Proportion of population using an improved drinking water source (%),20269905,Urban,20136905,,true,A,2003-01-01,86
Ghana,22,Goal 7: Ensure environmental sustainability,KN.1000060,Proportion of population using an improved drinking water source (%),20269905,Urban,20136905,,true,A,2004-01-01,86
Ghana,22,Goal 7: Ensure environmental sustainability,KN.1000060,Proportion of population using an improved drinking water source (%),20269905,Urban,20136905,,true,A,2006-01-01,90
Liberia,27,"Goal 6: Combat HIV/AIDS, malaria and other diseases",KN.1000050,Proportion of children under 5 with fever who are treated with appropriate antimalarial drugs (%),20268605,Men,20136605,,true,A,2007-01-01,59
Burundi,6,Goal 7: Ensure environmental sustainability,KN.1000060,Proportion of population using an improved drinking water source (%),20269905,Rural,20137005,,true,A,1990-01-01,68
Burundi,6,Goal 7: Ensure environmental sustainability,KN.1000060,Proportion of population using an improved drinking water source (%),20269905,Rural,20137005,,true,A,2000-01-01,69
Burundi,6,Goal 7: Ensure environmental sustainability,KN.1000060,Proportion of population using an improved drinking water source (%),20269905,Rural,20137005,,true,A,2006-01-01,70
Burundi,6,Goal 2: Achieve universal primary education,KN.1000010,Proportion of pupils starting grade 1 who reach last grade of  primary (%),20266505,Women,20136705,,true,A,1990-01-01,15.52
Burundi,6,Goal 2: Achieve universal primary education,KN.1000010,Proportion of pupils starting grade 1 who reach last grade of  primary (%),20266505,Women,20136705,,true,A,1991-01-01,16.42
Burundi,6,Goal 2: Achieve universal primary education,KN.1000010,Proportion of pupils starting grade 1 who reach last grade of  primary (%),20266505,Women,20136705,,true,A,1992-01-01,18.46
Burundi,6,Goal 2: Achieve universal primary education,KN.1000010,Proportion of pupils starting grade 1 who reach last grade of  primary (%),20266505,Women,20136705,,true,A,1993-01-01,19.61
Burundi,6,Goal 2: Achieve universal primary education,KN.1000010,Proportion of pupils starting grade 1 who reach last grade of  primary (%),20266505,Women,20136705,,true,A,1994-01-01,14.12
Burundi,6,Goal 2: Achieve universal primary education,KN.1000010,Proportion of pupils starting grade 1 who reach last grade of  primary (%),20266505,Women,20136705,,true,A,1995-01-01,19.33
Burundi,6,Goal 2: Achieve universal primary education,KN.1000010,Proportion of pupils starting grade 1 who reach last grade of  primary (%),20266505,Women,20136705,,true,A,1996-01-01,18.39
Burundi,6,Goal 2: Achieve universal primary education,KN.1000010,Proportion of pupils starting grade 1 who reach last grade of  primary (%),20266505,Women,20136705,,true,A,1997-01-01,22.44
Burundi,6,Goal 2: Achieve universal primary education,KN.1000010,Proportion of pupils starting grade 1 who reach last grade of  primary (%),20266505,Women,20136705,,true,A,1998-01-01,12.89
Burundi,6,Goal 2: Achieve universal primary education,KN.1000010,Proportion of pupils starting grade 1 who reach last grade of  primary (%),20266505,Women,20136705,,true,A,1999-01-01,9.31
Burundi,6,Goal 2: Achieve universal primary education,KN.1000010,Proportion of pupils starting grade 1 who reach last grade of  primary (%),20266505,Women,20136705,,true,A,2000-01-01,9.73
Burundi,6,Goal 2: Achieve universal primary education,KN.1000010,Proportion of pupils starting grade 1 who reach last grade of  primary (%),20266505,Women,20136705,,true,A,2001-01-01,8.91
Burundi,6,Goal 2: Achieve universal primary education,KN.1000010,Proportion of pupils starting grade 1 who reach last grade of  primary (%),20266505,Women,20136705,,true,A,2002-01-01,9.64
Burundi,6,Goal 2: Achieve universal primary education,KN.1000010,Proportion of pupils starting grade 1 who reach last grade of  primary (%),20266505,Women,20136705,,true,A,2003-01-01,16.96
Burundi,6,Goal 2: Achieve universal primary education,KN.1000010,Proportion of pupils starting grade 1 who reach last grade of  primary (%),20266505,Women,20136705,,true,A,2004-01-01,19.26
Burundi,6,Goal 2: Achieve universal primary education,KN.1000010,Proportion of pupils starting grade 1 who reach last grade of  primary (%),20266505,Women,20136705,,true,A,2005-01-01,27.95
Burundi,6,Goal 2: Achieve universal primary education,KN.1000010,Proportion of pupils starting grade 1 who reach last grade of  primary (%),20266505,Women,20136705,,true,A,2006-01-01,29.91
Burundi,6,Goal 2: Achieve universal primary education,KN.1000010,Proportion of pupils starting grade 1 who reach last grade of  primary (%),20266505,Women,20136705,,true,A,2007-01-01,36.58
Togo,49,Goal 4: Reduce child mortality,KN.1000030,"Under-five mortality rate,Deaths per 1000 live births",20267205,Total,20137105,,true,A,1990-01-01,152
Togo,49,Goal 4: Reduce child mortality,KN.1000030,"Under-five mortality rate,Deaths per 1000 live births",20267205,Total,20137105,,true,A,1995-01-01,191.2
Togo,49,Goal 4: Reduce child mortality,KN.1000030,"Under-five mortality rate,Deaths per 1000 live births",20267205,Total,20137105,,true,A,1998-01-01,146
Togo,49,Goal 4: Reduce child mortality,KN.1000030,"Under-five mortality rate,Deaths per 1000 live births",20267205,Total,20137105,,true,A,2006-01-01,125.9
Mauritania,32,Goal 2: Achieve universal primary education,KN.1000010,Net enrolment ratio in primary education (%),20266405,Men,20136605,,true,A,1994-01-01,54.3
Mauritania,32,Goal 2: Achieve universal primary education,KN.1000010,Net enrolment ratio in primary education (%),20266405,Men,20136605,,true,A,1995-01-01,64
Mauritania,32,Goal 2: Achieve universal primary education,KN.1000010,Net enrolment ratio in primary education (%),20266405,Men,20136605,,true,A,1996-01-01,66.4
Mauritania,32,Goal 2: Achieve universal primary education,KN.1000010,Net enrolment ratio in primary education (%),20266405,Men,20136605,,true,A,1997-01-01,66.9
Mauritania,32,Goal 2: Achieve universal primary education,KN.1000010,Net enrolment ratio in primary education (%),20266405,Men,20136605,,true,A,1998-01-01,66.8
Mauritania,32,Goal 2: Achieve universal primary education,KN.1000010,Net enrolment ratio in primary education (%),20266405,Men,20136605,,true,A,1999-01-01,64.4
Mauritania,32,Goal 2: Achieve universal primary education,KN.1000010,Net enrolment ratio in primary education (%),20266405,Men,20136605,,true,A,2000-01-01,62.8
Mauritania,32,Goal 2: Achieve universal primary education,KN.1000010,Net enrolment ratio in primary education (%),20266405,Men,20136605,,true,A,2002-01-01,63.5
Mauritania,32,Goal 2: Achieve universal primary education,KN.1000010,Net enrolment ratio in primary education (%),20266405,Men,20136605,,true,A,2003-01-01,65.8
Mauritania,32,Goal 2: Achieve universal primary education,KN.1000010,Net enrolment ratio in primary education (%),20266405,Men,20136605,,true,A,2004-01-01,74.1
Mauritania,32,Goal 2: Achieve universal primary education,KN.1000010,Net enrolment ratio in primary education (%),20266405,Men,20136605,,true,A,2007-01-01,74.6
Mauritania,32,Goal 2: Achieve universal primary education,KN.1000010,Net enrolment ratio in primary education (%),20266405,Men,20136605,,true,A,2008-01-01,69.9
Rwanda,39,Goal 2: Achieve universal primary education,KN.1000010,Net enrolment ratio in primary education (%),20266405,Women,20136705,,true,A,1990-01-01,66
Rwanda,39,Goal 2: Achieve universal primary education,KN.1000010,Net enrolment ratio in primary education (%),20266405,Women,20136705,,true,A,2000-01-01,72
Rwanda,39,Goal 2: Achieve universal primary education,KN.1000010,Net enrolment ratio in primary education (%),20266405,Women,20136705,,true,A,2005-01-01,93.5
Rwanda,39,Goal 2: Achieve universal primary education,KN.1000010,Net enrolment ratio in primary education (%),20266405,Women,20136705,,true,A,2006-01-01,95
Rwanda,39,Goal 2: Achieve universal primary education,KN.1000010,Net enrolment ratio in primary education (%),20266405,Women,20136705,,true,A,2007-01-01,95.8
Rwanda,39,Goal 2: Achieve universal primary education,KN.1000010,Net enrolment ratio in primary education (%),20266405,Women,20136705,,true,A,2008-01-01,95.2
Chad,10,"Goal 6: Combat HIV/AIDS, malaria and other diseases",KN.1000050,"Incidence, prevalence and death rates associated with tuberculosis per 100,000 population",20268805,Total,20137105,,true,A,1990-01-01,125.5
Chad,10,"Goal 6: Combat HIV/AIDS, malaria and other diseases",KN.1000050,"Incidence, prevalence and death rates associated with tuberculosis per 100,000 population",20268805,Total,20137105,,true,A,1997-01-01,1100
Chad,10,"Goal 6: Combat HIV/AIDS, malaria and other diseases",KN.1000050,"Incidence, prevalence and death rates associated with tuberculosis per 100,000 population",20268805,Total,20137105,,true,A,2000-01-01,261.5
Chad,10,"Goal 6: Combat HIV/AIDS, malaria and other diseases",KN.1000050,"Incidence, prevalence and death rates associated with tuberculosis per 100,000 population",20268805,Total,20137105,,true,A,2005-01-01,314.6
Chad,10,"Goal 6: Combat HIV/AIDS, malaria and other diseases",KN.1000050,"Incidence, prevalence and death rates associated with tuberculosis per 100,000 population",20268805,Total,20137105,,true,A,2006-01-01,306.7
Chad,10,"Goal 6: Combat HIV/AIDS, malaria and other diseases",KN.1000050,"Incidence, prevalence and death rates associated with tuberculosis per 100,000 population",20268805,Total,20137105,,true,A,2007-01-01,298.7
Ethiopia,19,Goal 2: Achieve universal primary education,KN.1000010,Net enrolment ratio in primary education (%),20266405,Men,20136605,,true,A,2000-01-01,44.4
Ethiopia,19,Goal 2: Achieve universal primary education,KN.1000010,Net enrolment ratio in primary education (%),20266405,Men,20136605,,true,A,2005-01-01,64
Ethiopia,19,Goal 2: Achieve universal primary education,KN.1000010,Net enrolment ratio in primary education (%),20266405,Men,20136605,,true,A,2006-01-01,68.9
Ethiopia,19,Goal 2: Achieve universal primary education,KN.1000010,Net enrolment ratio in primary education (%),20266405,Men,20136605,,true,A,2007-01-01,75.2
Algeria,1,Goal 7: Ensure environmental sustainability,KN.1000060,Proportion of population using an improved drinking water source (%),20269905,Rural,20137005,,true,A,1991-01-01,88
Algeria,1,Goal 7: Ensure environmental sustainability,KN.1000060,Proportion of population using an improved drinking water source (%),20269905,Rural,20137005,,true,A,2006-01-01,84
Senegal,41,Goal 7: Ensure environmental sustainability,KN.1000060,Proportion of Total water resources used (%),20269705,Total,20137105,,true,A,1990-01-01,1.7
Senegal,41,Goal 7: Ensure environmental sustainability,KN.1000060,Proportion of Total water resources used (%),20269705,Total,20137105,,true,A,2000-01-01,1.7
Senegal,41,Goal 7: Ensure environmental sustainability,KN.1000060,Proportion of Total water resources used (%),20269705,Total,20137105,,true,A,2001-01-01,1.7
Senegal,41,Goal 7: Ensure environmental sustainability,KN.1000060,Proportion of Total water resources used (%),20269705,Total,20137105,,true,A,2002-01-01,1.7
Senegal,41,Goal 7: Ensure environmental sustainability,KN.1000060,Proportion of Total water resources used (%),20269705,Total,20137105,,true,A,2003-01-01,1.7
Senegal,41,Goal 7: Ensure environmental sustainability,KN.1000060,Proportion of Total water resources used (%),20269705,Total,20137105,,true,A,2004-01-01,1.7
Ghana,22,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Proportion of own-account and contributing family workers in Total employment (%),20265905,Total,20137105,,true,A,2008-01-01,55
Cote d'Ivoire,14,Goal 4: Reduce child mortality,KN.1000030,Infant mortality rate per 1000 live births,20267305,Women,20136705,,true,A,1994-01-01,88.5
Cote d'Ivoire,14,Goal 4: Reduce child mortality,KN.1000030,Infant mortality rate per 1000 live births,20267305,Women,20136705,,true,A,1998-01-01,112
Cote d'Ivoire,14,Goal 4: Reduce child mortality,KN.1000030,Infant mortality rate per 1000 live births,20267305,Women,20136705,,true,A,2005-01-01,84
Togo,49,Goal 3: Promote gender equality and empower women,KN.1000020,Ratios of girls to boys in primary education,20266705,Total,20137105,,true,A,1991-01-01,0.65
Togo,49,Goal 3: Promote gender equality and empower women,KN.1000020,Ratios of girls to boys in primary education,20266705,Total,20137105,,true,A,1996-01-01,0.69
Togo,49,Goal 3: Promote gender equality and empower women,KN.1000020,Ratios of girls to boys in primary education,20266705,Total,20137105,,true,A,2000-01-01,0.78
Togo,49,Goal 3: Promote gender equality and empower women,KN.1000020,Ratios of girls to boys in primary education,20266705,Total,20137105,,true,A,2001-01-01,0.8
Togo,49,Goal 3: Promote gender equality and empower women,KN.1000020,Ratios of girls to boys in primary education,20266705,Total,20137105,,true,A,2005-01-01,0.85
Togo,49,Goal 3: Promote gender equality and empower women,KN.1000020,Ratios of girls to boys in primary education,20266705,Total,20137105,,true,A,2006-01-01,0.86
Togo,49,Goal 3: Promote gender equality and empower women,KN.1000020,Ratios of girls to boys in primary education,20266705,Total,20137105,,true,A,2007-01-01,0.86
Togo,49,Goal 3: Promote gender equality and empower women,KN.1000020,Ratios of girls to boys in primary education,20266705,Total,20137105,,true,A,2008-01-01,0.94
Tunisia,50,Goal 5: Improve maternal health,KN.1000040,Proportion of births attended by skilled health personnel,20267605,Total,20137105,,true,A,2001-01-01,89.9
Mauritania,32,"Goal 6: Combat HIV/AIDS, malaria and other diseases",KN.1000050,"Incidence, prevalence of tuberculosis cases in number",20268705,Total,20137105,,true,A,2001-01-01,3521
Mauritania,32,"Goal 6: Combat HIV/AIDS, malaria and other diseases",KN.1000050,"Incidence, prevalence of tuberculosis cases in number",20268705,Total,20137105,,true,A,2007-01-01,3000
Mauritania,32,Goal 7: Ensure environmental sustainability,KN.1000060,Proportion of population using an improved drinking water source (%),20269905,Rural,20137005,,true,A,1996-01-01,82.6
Mauritania,32,Goal 7: Ensure environmental sustainability,KN.1000060,Proportion of population using an improved drinking water source (%),20269905,Rural,20137005,,true,A,2006-01-01,96.7
Zambia,52,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Employment to population ratio 15-24 yrs (%),20265705,Total,20137105,,true,A,1991-01-01,40.4
Zambia,52,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Employment to population ratio 15-24 yrs (%),20265705,Total,20137105,,true,A,1992-01-01,40.2
Zambia,52,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Employment to population ratio 15-24 yrs (%),20265705,Total,20137105,,true,A,1993-01-01,39.6
Zambia,52,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Employment to population ratio 15-24 yrs (%),20265705,Total,20137105,,true,A,1994-01-01,41.3
Zambia,52,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Employment to population ratio 15-24 yrs (%),20265705,Total,20137105,,true,A,1995-01-01,41.8
Zambia,52,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Employment to population ratio 15-24 yrs (%),20265705,Total,20137105,,true,A,1996-01-01,43.2
